date,appointments_x,unique_patients,unique_doctors,avg_complexity,doctor_load,estimated_wait_minutes,day_of_week_x,appointments_y,booked_doctors,scheduled_doctors,available_doctors,on_leave_doctors,total_doctors,workload_score_x,doctor_utilization_rate,day_of_week_y,appointments,workload_score_y,scheduled_nurses,assigned_nurses,available_nurses,on_leave_nurses,total_nurses,nurse_utilization_rate,total_beds,occupied_beds,available_beds,reserved_beds,bed_occupancy_rate
2020-12-17,9,9,6,1.4666666666666666,1.5,43.2,Thursday,9,3,7,7,1,22,13.1,0.429,Thursday,9,13.2,18,6,12,1,34,0.333,48,29,19,2,0.604
2020-12-18,9,9,5,1.3222222222222222,1.8,46.3,Friday,9,3,8,8,1,22,18.0,0.375,Friday,9,15.0,17,12,5,1,34,0.706,48,29,19,3,0.604
2020-12-19,4,4,3,1.15,1.33,41.2,Saturday,4,1,8,8,0,22,5.0,0.125,Saturday,4,5.4,13,4,9,1,34,0.308,48,28,20,3,0.583
2020-12-20,6,6,5,1.1333333333333333,1.2,38.7,Sunday,6,2,8,8,1,22,10.2,0.25,Sunday,6,7.8,18,8,10,1,34,0.444,48,27,21,3,0.562
2020-12-21,13,13,7,1.6230769230769229,1.86,41.5,Monday,13,4,8,7,2,22,17.1,0.5,Monday,13,23.3,19,11,8,2,34,0.579,48,33,15,4,0.688
2020-12-22,18,18,8,1.35,2.25,53.3,Tuesday,18,5,10,9,3,22,26.3,0.5,Tuesday,18,28.3,19,19,0,2,34,1.0,48,33,15,2,0.688
2020-12-23,18,18,9,1.3833333333333333,2.0,45.7,Wednesday,18,5,9,8,3,22,24.9,0.556,Wednesday,18,30.1,19,18,1,2,34,0.947,48,31,17,2,0.646
2020-12-24,16,16,7,1.45,2.29,50.8,Thursday,16,4,8,7,1,22,26.7,0.5,Thursday,16,24.7,20,18,2,5,34,0.9,48,32,16,2,0.667
2020-12-25,12,12,7,1.4000000000000001,1.71,41.9,Friday,12,3,9,8,3,22,18.6,0.333,Friday,12,17.7,19,13,6,2,34,0.684,48,30,18,4,0.625
2020-12-26,6,6,4,1.5166666666666666,1.5,45.6,Saturday,6,2,9,9,1,22,7.3,0.222,Saturday,6,7.1,15,7,8,4,34,0.467,48,29,19,4,0.604
2020-12-27,6,6,4,1.3166666666666667,1.5,41.7,Sunday,6,2,9,9,3,22,9.6,0.222,Sunday,6,12.6,17,5,12,2,34,0.294,48,29,19,2,0.604
2020-12-28,13,13,7,1.4384615384615385,1.86,46.8,Monday,13,4,8,7,2,22,19.4,0.5,Monday,13,22.0,16,14,2,5,34,0.875,48,31,17,2,0.646
2020-12-29,21,21,10,1.4095238095238096,2.1,43.3,Tuesday,21,6,11,10,3,22,31.3,0.545,Tuesday,21,32.3,20,20,0,2,34,1.0,48,33,15,3,0.688
2020-12-30,15,15,8,1.26,1.88,47.5,Wednesday,15,4,9,8,3,22,20.8,0.444,Wednesday,15,27.8,17,16,1,4,34,0.941,48,31,17,2,0.646
2020-12-31,10,10,5,1.41,2.0,46.9,Thursday,10,3,9,9,2,22,12.5,0.333,Thursday,10,12.9,16,12,4,4,34,0.75,48,30,18,3,0.625
2021-01-01,13,13,6,1.4,2.17,41.0,Friday,13,4,8,7,1,22,17.7,0.5,Friday,13,21.1,20,14,6,4,34,0.7,48,33,15,2,0.688
2021-01-02,10,10,6,1.49,1.67,40.6,Saturday,10,3,8,8,2,22,11.9,0.375,Saturday,10,13.6,20,9,11,3,34,0.45,48,31,17,3,0.646
2021-01-03,6,6,4,1.3833333333333335,1.5,42.7,Sunday,6,2,6,6,1,22,9.1,0.333,Sunday,6,7.5,16,6,10,3,34,0.375,48,32,16,3,0.667
2021-01-04,23,22,10,1.4304347826086956,2.3,51.9,Monday,23,6,10,8,1,22,32.6,0.6,Monday,23,31.6,21,21,0,4,34,1.0,48,36,12,2,0.75
2021-01-05,26,26,11,1.373076923076923,2.36,51.9,Tuesday,26,7,11,9,1,22,36.5,0.636,Tuesday,26,41.4,22,22,0,4,34,1.0,48,37,11,3,0.771
2021-01-06,16,16,8,1.29375,2.0,41.0,Wednesday,16,4,9,8,1,22,23.3,0.444,Wednesday,16,26.3,20,12,8,2,34,0.6,48,30,18,2,0.625
2021-01-07,12,12,7,1.5,1.71,44.4,Thursday,12,3,10,9,0,22,19.9,0.3,Thursday,12,20.8,16,13,3,4,34,0.812,48,33,15,2,0.688
2021-01-08,15,15,6,1.3933333333333333,2.5,46.5,Friday,15,4,8,7,0,22,22.5,0.5,Friday,15,24.9,18,17,1,4,34,0.944,48,31,17,2,0.646
2021-01-09,11,11,5,1.3727272727272728,2.2,46.4,Saturday,11,3,8,7,2,22,14.9,0.375,Saturday,11,17.8,19,11,8,3,34,0.579,48,37,11,4,0.771
2021-01-10,10,10,4,1.3199999999999998,2.5,46.6,Sunday,10,3,8,8,1,22,14.8,0.375,Sunday,10,18.1,16,10,6,4,34,0.625,48,31,17,4,0.646
2021-01-11,21,21,7,1.5333333333333334,3.0,57.4,Monday,21,6,10,9,1,22,30.3,0.6,Monday,21,35.6,20,20,0,1,34,1.0,48,38,10,3,0.792
2021-01-12,35,35,11,1.4228571428571428,3.18,61.0,Tuesday,35,9,12,9,0,22,50.3,0.75,Tuesday,35,54.7,26,26,0,3,34,1.0,48,33,15,3,0.688
2021-01-13,14,14,8,1.3785714285714286,1.75,49.8,Wednesday,14,4,10,9,2,22,21.2,0.4,Wednesday,14,23.7,19,13,6,3,34,0.684,48,30,18,2,0.625
2021-01-14,15,15,7,1.26,2.14,47.1,Thursday,15,4,9,8,1,22,22.0,0.444,Thursday,15,25.3,18,18,0,4,34,1.0,48,36,12,3,0.75
2021-01-15,19,19,8,1.3842105263157896,2.38,47.3,Friday,19,5,9,8,0,22,27.5,0.556,Friday,19,28.6,20,20,0,1,34,1.0,48,30,18,3,0.625
2021-01-16,8,8,5,1.5375,1.6,36.2,Saturday,8,2,7,7,0,22,13.8,0.286,Saturday,8,13.1,17,7,10,4,34,0.412,48,33,15,3,0.688
2021-01-17,11,11,6,1.6181818181818182,1.83,48.1,Sunday,11,3,10,9,1,22,17.7,0.3,Sunday,11,15.1,20,13,7,1,34,0.65,48,29,19,3,0.604
2021-01-18,15,15,7,1.5066666666666668,2.14,52.4,Monday,15,4,10,9,1,22,20.7,0.4,Monday,15,23.4,19,13,6,2,34,0.684,48,32,16,2,0.667
2021-01-19,19,19,9,1.3421052631578947,2.11,52.0,Tuesday,19,5,10,9,0,22,26.2,0.5,Tuesday,19,31.5,20,19,1,3,34,0.95,48,31,17,3,0.646
2021-01-20,19,19,8,1.5999999999999999,2.38,48.9,Wednesday,19,5,9,8,0,22,28.2,0.556,Wednesday,19,31.9,22,19,3,2,34,0.864,48,34,14,2,0.708
2021-01-21,22,21,7,1.4363636363636365,3.14,55.9,Thursday,22,6,9,7,0,22,32.2,0.667,Thursday,22,33.7,21,21,0,4,34,1.0,48,33,15,2,0.688
2021-01-22,16,16,8,1.38125,2.0,47.1,Friday,16,4,9,8,0,22,23.2,0.444,Friday,16,25.9,18,16,2,4,34,0.889,48,34,14,2,0.708
2021-01-23,11,11,6,1.3454545454545455,1.83,44.1,Saturday,11,3,9,8,2,22,14.3,0.333,Saturday,11,19.5,18,8,10,1,34,0.444,48,36,12,2,0.75
2021-01-24,9,9,4,1.4777777777777776,2.25,44.1,Sunday,9,3,7,7,1,22,12.3,0.429,Sunday,9,14.0,18,9,9,2,34,0.5,48,31,17,4,0.646
2021-01-25,19,19,7,1.3157894736842106,2.71,46.3,Monday,19,5,9,8,1,22,28.6,0.556,Monday,19,29.9,21,21,0,1,34,1.0,48,36,12,4,0.75
2021-01-26,18,18,10,1.6388888888888888,1.8,49.6,Tuesday,18,5,11,10,0,22,26.4,0.455,Tuesday,18,31.2,20,20,0,3,34,1.0,48,37,11,3,0.771
2021-01-27,15,15,8,1.5,1.88,50.7,Wednesday,15,4,9,8,1,22,17.6,0.444,Wednesday,15,25.2,17,17,0,4,34,1.0,48,30,18,2,0.625
2021-01-28,17,17,8,1.5411764705882351,2.12,45.5,Thursday,17,5,11,10,2,22,22.4,0.455,Thursday,17,27.7,20,20,0,3,34,1.0,48,34,14,3,0.708
2021-01-29,18,18,9,1.4277777777777778,2.0,49.9,Friday,18,5,10,9,2,22,26.3,0.5,Friday,18,25.7,21,19,2,1,34,0.905,48,32,16,3,0.667
2021-01-30,13,13,8,1.5615384615384615,1.62,45.4,Saturday,13,4,8,7,1,22,18.0,0.5,Saturday,13,21.3,17,12,5,1,34,0.706,48,31,17,2,0.646
2021-01-31,10,10,5,1.46,2.0,45.5,Sunday,10,3,8,8,0,22,17.0,0.375,Sunday,10,15.5,17,13,4,1,34,0.765,48,32,16,2,0.667
2021-02-01,11,11,7,1.3363636363636362,1.57,42.2,Monday,11,3,8,7,1,22,15.2,0.375,Monday,11,16.0,17,11,6,2,34,0.647,48,37,11,3,0.771
2021-02-02,19,19,8,1.2473684210526315,2.38,52.7,Tuesday,19,5,9,8,0,22,28.4,0.556,Tuesday,19,30.5,19,19,0,3,34,1.0,48,35,13,2,0.729
2021-02-03,22,22,9,1.3,2.44,46.8,Wednesday,22,6,9,7,0,22,31.5,0.667,Wednesday,22,37.4,22,22,0,1,34,1.0,48,31,17,4,0.646
2021-02-04,10,10,6,1.5,1.67,42.9,Thursday,10,3,10,10,2,22,15.5,0.3,Thursday,10,19.8,18,9,9,4,34,0.5,48,34,14,3,0.708
2021-02-05,14,14,6,1.407142857142857,2.33,45.5,Friday,14,4,8,7,2,22,22.0,0.5,Friday,14,23.7,19,14,5,2,34,0.737,48,32,16,3,0.667
2021-02-06,9,9,7,1.2555555555555555,1.29,32.2,Saturday,9,3,9,9,2,22,13.6,0.333,Saturday,9,12.6,16,9,7,3,34,0.562,48,34,14,3,0.708
2021-02-07,8,8,5,1.4,1.6,45.8,Sunday,8,2,8,8,1,22,12.1,0.25,Sunday,8,12.2,15,9,6,3,34,0.6,48,35,13,3,0.729
2021-02-08,20,20,9,1.52,2.22,44.2,Monday,20,5,10,9,2,22,28.0,0.5,Monday,20,31.3,21,20,1,3,34,0.952,48,33,15,3,0.688
2021-02-09,13,13,7,1.4153846153846152,1.86,45.7,Tuesday,13,4,9,8,1,22,18.5,0.444,Tuesday,13,19.3,18,12,6,2,34,0.667,48,36,12,4,0.75
2021-02-10,11,11,8,1.2727272727272727,1.38,42.0,Wednesday,11,3,8,7,0,22,16.7,0.375,Wednesday,11,18.9,20,9,11,2,34,0.45,48,34,14,3,0.708
2021-02-11,22,22,9,1.3863636363636365,2.44,48.7,Thursday,22,6,11,9,0,22,32.6,0.545,Thursday,22,34.5,24,23,1,2,34,0.958,48,33,15,2,0.688
2021-02-12,24,24,9,1.4291666666666665,2.67,54.2,Friday,24,6,9,7,0,22,35.1,0.667,Friday,24,36.0,24,24,0,1,34,1.0,48,32,16,3,0.667
2021-02-13,16,16,8,1.36875,2.0,43.3,Saturday,16,4,10,9,2,22,23.7,0.4,Saturday,16,25.9,18,16,2,2,34,0.889,48,30,18,2,0.625
2021-02-14,9,9,5,1.6444444444444444,1.8,52.8,Sunday,9,3,6,6,0,22,14.7,0.5,Sunday,9,17.5,18,9,9,4,34,0.5,48,32,16,2,0.667
2021-02-15,24,24,9,1.3499999999999999,2.67,48.8,Monday,24,6,10,8,2,22,34.5,0.6,Monday,24,39.2,23,23,0,4,34,1.0,48,31,17,2,0.646
2021-02-16,18,18,10,1.5388888888888888,1.8,54.6,Tuesday,18,5,10,9,2,22,26.5,0.5,Tuesday,18,27.8,21,21,0,4,34,1.0,48,32,16,4,0.667
2021-02-17,15,15,10,1.4733333333333334,1.5,37.0,Wednesday,15,4,10,9,1,22,21.6,0.4,Wednesday,15,27.1,19,15,4,2,34,0.789,48,32,16,2,0.667
2021-02-18,15,15,7,1.34,2.14,43.0,Thursday,15,4,8,7,2,22,23.0,0.5,Thursday,15,23.9,21,16,5,2,34,0.762,48,32,16,2,0.667
2021-02-19,17,17,7,1.3235294117647058,2.43,47.0,Friday,17,5,8,7,0,22,24.9,0.625,Friday,17,27.5,20,19,1,1,34,0.95,48,33,15,4,0.688
2021-02-20,9,9,3,1.5444444444444443,3.0,58.8,Saturday,9,3,8,8,1,22,11.8,0.375,Saturday,9,14.8,17,8,9,2,34,0.471,48,32,16,3,0.667
2021-02-21,11,11,6,1.481818181818182,1.83,43.0,Sunday,11,3,9,8,0,22,16.5,0.333,Sunday,11,20.8,16,12,4,3,34,0.75,48,31,17,2,0.646
2021-02-22,18,18,7,1.411111111111111,2.57,58.8,Monday,18,5,8,7,0,22,27.3,0.625,Monday,18,28.7,21,19,2,2,34,0.905,48,36,12,4,0.75
2021-02-23,20,20,8,1.42,2.5,50.1,Tuesday,20,5,10,9,0,22,28.3,0.5,Tuesday,20,31.0,20,19,1,3,34,0.95,48,34,14,3,0.708
2021-02-24,16,16,7,1.4749999999999999,2.29,51.5,Wednesday,16,4,10,9,2,22,24.2,0.4,Wednesday,16,27.6,20,17,3,1,34,0.85,48,34,14,3,0.708
2021-02-25,9,9,6,1.6222222222222222,1.5,42.3,Thursday,9,3,8,8,2,22,13.6,0.375,Thursday,9,17.4,17,9,8,2,34,0.529,48,36,12,3,0.75
2021-02-26,19,19,10,1.368421052631579,1.9,41.6,Friday,19,5,10,9,2,22,29.0,0.5,Friday,19,30.3,21,21,0,2,34,1.0,48,33,15,2,0.688
2021-02-27,8,8,4,1.3875,2.0,42.1,Saturday,8,2,8,8,2,22,10.2,0.25,Saturday,8,12.1,17,7,10,2,34,0.412,48,33,15,3,0.688
2021-02-28,3,3,3,1.2666666666666666,1.0,37.6,Sunday,3,1,7,7,2,22,7.1,0.143,Sunday,3,5.6,16,3,13,1,34,0.188,48,32,16,3,0.667
2021-03-01,25,25,9,1.32,2.78,52.7,Monday,25,7,9,7,2,22,35.3,0.778,Monday,25,35.9,22,22,0,2,34,1.0,48,33,15,3,0.688
2021-03-02,14,14,8,1.5,1.75,32.1,Tuesday,14,4,9,8,0,22,19.8,0.444,Tuesday,14,21.7,17,17,0,4,34,1.0,48,34,14,2,0.708
2021-03-03,10,10,6,1.3599999999999999,1.67,45.1,Wednesday,10,3,8,8,2,22,13.5,0.375,Wednesday,10,13.7,18,12,6,4,34,0.667,48,27,21,3,0.562
2021-03-04,13,13,8,1.3076923076923077,1.62,41.0,Thursday,13,4,8,7,2,22,18.2,0.5,Thursday,13,18.0,17,12,5,2,34,0.706,48,32,16,2,0.667
2021-03-05,18,18,8,1.5055555555555555,2.25,53.6,Friday,18,5,10,9,0,22,24.6,0.5,Friday,18,26.3,18,18,0,2,34,1.0,48,29,19,3,0.604
2021-03-06,7,7,6,1.2714285714285716,1.17,36.2,Saturday,7,2,9,9,0,22,7.7,0.222,Saturday,7,11.1,15,7,8,3,34,0.467,48,29,19,2,0.604
2021-03-07,5,5,4,1.3,1.25,39.2,Sunday,5,2,8,8,2,22,7.1,0.25,Sunday,5,6.6,16,6,10,2,34,0.375,48,28,20,3,0.583
2021-03-08,20,20,8,1.54,2.5,51.9,Monday,20,5,10,9,2,22,31.5,0.5,Monday,20,29.7,21,20,1,3,34,0.952,48,28,20,2,0.583
2021-03-09,11,11,6,1.3727272727272728,1.83,41.1,Tuesday,11,3,7,6,0,22,17.3,0.429,Tuesday,11,17.6,15,9,6,2,34,0.6,48,31,17,3,0.646
2021-03-10,23,23,9,1.4130434782608696,2.56,51.3,Wednesday,23,6,10,8,0,22,32.9,0.6,Wednesday,23,36.4,21,21,0,4,34,1.0,48,30,18,2,0.625
2021-03-11,17,17,8,1.4705882352941178,2.12,47.7,Thursday,17,5,9,8,1,22,26.2,0.556,Thursday,17,28.0,21,19,2,3,34,0.905,48,30,18,2,0.625
2021-03-12,10,10,6,1.85,1.67,50.6,Friday,10,3,9,9,0,22,13.7,0.333,Friday,10,16.8,17,11,6,4,34,0.647,48,31,17,4,0.646
2021-03-13,12,12,6,1.3833333333333335,2.0,43.1,Saturday,12,3,8,7,2,22,15.7,0.375,Saturday,12,18.6,18,13,5,4,34,0.722,48,31,17,3,0.646
2021-03-14,4,4,4,1.65,1.0,35.0,Sunday,4,1,7,7,1,22,8.6,0.143,Sunday,4,7.6,17,5,12,2,34,0.294,48,31,17,3,0.646
2021-03-15,11,11,6,1.2818181818181817,1.83,48.1,Monday,11,3,9,8,0,22,17.7,0.333,Monday,11,16.5,19,12,7,2,34,0.632,48,31,17,4,0.646
2021-03-16,12,12,7,1.4416666666666667,1.71,48.8,Tuesday,12,3,9,8,2,22,20.7,0.333,Tuesday,12,18.5,19,13,6,1,34,0.684,48,33,15,4,0.688
2021-03-17,19,19,7,1.4789473684210528,2.71,48.9,Wednesday,19,5,9,8,2,22,24.2,0.556,Wednesday,19,30.6,17,17,0,3,34,1.0,48,28,20,2,0.583
2021-03-18,15,15,7,1.26,2.14,44.7,Thursday,15,4,11,10,2,22,22.2,0.364,Thursday,15,25.3,21,16,5,3,34,0.762,48,32,16,2,0.667
2021-03-19,14,14,7,1.3499999999999999,2.0,48.5,Friday,14,4,8,7,2,22,22.7,0.5,Friday,14,21.8,19,17,2,2,34,0.895,48,29,19,4,0.604
2021-03-20,7,7,6,1.3857142857142857,1.17,32.1,Saturday,7,2,8,8,0,22,11.1,0.25,Saturday,7,8.6,19,8,11,1,34,0.421,48,28,20,3,0.583
2021-03-21,3,3,3,1.5999999999999999,1.0,36.1,Sunday,3,1,8,8,2,22,4.4,0.125,Sunday,3,6.8,14,3,11,4,34,0.214,48,32,16,3,0.667
2021-03-22,19,19,9,1.394736842105263,2.11,46.0,Monday,19,5,10,9,2,22,27.7,0.5,Monday,19,29.0,18,18,0,1,34,1.0,48,31,17,2,0.646
2021-03-23,15,15,8,1.3533333333333333,1.88,44.2,Tuesday,15,4,9,8,2,22,22.2,0.444,Tuesday,15,25.1,19,15,4,3,34,0.789,48,33,15,2,0.688
2021-03-24,13,13,8,1.4538461538461538,1.62,43.5,Wednesday,13,4,9,8,0,22,19.2,0.444,Wednesday,13,19.1,18,13,5,1,34,0.722,48,32,16,2,0.667
2021-03-25,20,20,7,1.275,2.86,49.2,Thursday,20,5,10,9,1,22,32.6,0.5,Thursday,20,28.2,21,21,0,1,34,1.0,48,32,16,2,0.667
2021-03-26,15,15,7,1.4866666666666668,2.14,51.3,Friday,15,4,8,7,2,22,23.3,0.5,Friday,15,23.3,20,15,5,4,34,0.75,48,31,17,2,0.646
2021-03-27,5,5,4,1.72,1.25,40.6,Saturday,5,2,9,9,0,22,7.6,0.222,Saturday,5,9.5,16,5,11,3,34,0.312,48,28,20,3,0.583
2021-03-28,3,3,2,1.4000000000000001,1.5,38.5,Sunday,3,1,7,7,1,22,4.3,0.143,Sunday,3,2.6,15,3,12,1,34,0.2,48,29,19,3,0.604
2021-03-29,17,17,9,1.3411764705882354,1.89,47.1,Monday,17,5,10,9,2,22,25.3,0.5,Monday,17,26.7,20,18,2,1,34,0.9,48,27,21,3,0.562
2021-03-30,22,22,9,1.4545454545454546,2.44,53.6,Tuesday,22,6,10,8,2,22,29.4,0.6,Tuesday,22,36.5,21,21,0,2,34,1.0,48,30,18,2,0.625
2021-03-31,11,11,5,1.2181818181818183,2.2,47.6,Wednesday,11,3,8,7,1,22,15.9,0.375,Wednesday,11,18.4,17,11,6,3,34,0.647,48,31,17,4,0.646
2021-04-01,12,12,5,1.6166666666666665,2.4,56.9,Thursday,12,3,8,7,2,22,18.3,0.375,Thursday,12,25.5,19,10,9,2,34,0.526,48,32,16,3,0.667
2021-04-02,19,19,8,1.4842105263157894,2.38,45.0,Friday,19,5,8,7,2,22,27.8,0.625,Friday,19,31.6,22,21,1,4,34,0.955,48,30,18,2,0.625
2021-04-03,9,9,6,1.6333333333333333,1.5,44.9,Saturday,9,3,8,8,2,22,11.3,0.375,Saturday,9,14.8,18,10,8,3,34,0.556,48,33,15,2,0.688
2021-04-04,6,6,5,1.5,1.2,36.2,Sunday,6,2,8,8,0,22,7.9,0.25,Sunday,6,9.0,16,5,11,3,34,0.312,48,30,18,2,0.625
2021-04-05,17,17,7,1.2529411764705882,2.43,54.1,Monday,17,5,10,9,0,22,25.4,0.5,Monday,17,26.1,17,17,0,2,34,1.0,48,33,15,2,0.688
2021-04-06,10,10,4,1.2399999999999998,2.5,51.0,Tuesday,10,3,7,7,0,22,14.2,0.429,Tuesday,10,16.1,17,8,9,3,34,0.471,48,28,20,3,0.583
2021-04-07,8,8,6,1.4875,1.33,44.6,Wednesday,8,2,8,8,1,22,15.5,0.25,Wednesday,8,13.9,16,10,6,4,34,0.625,48,32,16,2,0.667
2021-04-08,16,16,7,1.40625,2.29,54.2,Thursday,16,4,9,8,1,22,24.5,0.444,Thursday,16,22.7,19,17,2,1,34,0.895,48,35,13,2,0.729
2021-04-09,18,18,10,1.5944444444444443,1.8,47.9,Friday,18,5,11,10,0,22,25.8,0.455,Friday,18,28.1,19,15,4,3,34,0.789,48,31,17,2,0.646
2021-04-10,4,4,3,1.15,1.33,36.7,Saturday,4,1,7,7,2,22,4.8,0.143,Saturday,4,4.3,15,4,11,4,34,0.267,48,29,19,2,0.604
2021-04-11,4,4,4,1.125,1.0,29.8,Sunday,4,1,8,8,0,22,3.7,0.125,Sunday,4,4.5,14,4,10,2,34,0.286,48,26,22,2,0.542
2021-04-12,18,18,10,1.1944444444444444,1.8,41.7,Monday,18,5,10,9,2,22,26.4,0.5,Monday,18,31.1,18,18,0,4,34,1.0,48,33,15,2,0.688
2021-04-13,20,20,10,1.435,2.0,44.4,Tuesday,20,5,10,9,1,22,30.3,0.5,Tuesday,20,32.5,22,20,2,2,34,0.909,48,31,17,3,0.646
2021-04-14,11,11,6,1.3545454545454545,1.83,43.2,Wednesday,11,3,7,6,2,22,17.7,0.429,Wednesday,11,19.7,17,11,6,1,34,0.647,48,31,17,2,0.646
2021-04-15,14,14,7,1.3214285714285714,2.0,48.3,Thursday,14,4,8,7,0,22,20.8,0.5,Thursday,14,24.2,19,14,5,4,34,0.737,48,30,18,3,0.625
2021-04-16,16,16,8,1.5125,2.0,45.2,Friday,16,4,10,9,0,22,20.3,0.4,Friday,16,24.4,20,14,6,2,34,0.7,48,29,19,2,0.604
2021-04-17,8,8,6,1.4875,1.33,44.9,Saturday,8,2,7,7,2,22,12.1,0.286,Saturday,8,12.3,18,10,8,4,34,0.556,48,30,18,3,0.625
2021-04-18,6,6,5,1.4833333333333334,1.2,39.3,Sunday,6,2,8,8,1,22,10.6,0.25,Sunday,6,11.6,17,6,11,2,34,0.353,48,29,19,2,0.604
2021-04-19,21,21,9,1.5523809523809524,2.33,46.8,Monday,21,6,10,9,1,22,29.5,0.6,Monday,21,31.7,21,21,0,2,34,1.0,48,31,17,3,0.646
2021-04-20,16,16,10,1.525,1.6,45.5,Tuesday,16,4,10,9,0,22,22.2,0.4,Tuesday,16,25.9,20,15,5,3,34,0.75,48,32,16,2,0.667
2021-04-21,14,14,5,1.5642857142857143,2.8,52.0,Wednesday,14,4,9,8,2,22,21.3,0.444,Wednesday,14,21.3,20,16,4,2,34,0.8,48,28,20,2,0.583
2021-04-22,20,20,9,1.425,2.22,50.1,Thursday,20,5,9,8,0,22,30.1,0.556,Thursday,20,30.8,21,19,2,4,34,0.905,48,27,21,2,0.562
2021-04-23,11,11,6,1.3181818181818181,1.83,42.6,Friday,11,3,8,7,2,22,15.9,0.375,Friday,11,17.9,15,12,3,1,34,0.8,48,33,15,3,0.688
2021-04-24,4,4,3,1.175,1.33,33.9,Saturday,4,1,8,8,1,22,7.8,0.125,Saturday,4,6.3,15,3,12,1,34,0.2,48,33,15,4,0.688
2021-04-25,4,4,3,1.475,1.33,44.2,Sunday,4,1,7,7,0,22,5.4,0.143,Sunday,4,5.3,16,3,13,1,34,0.188,48,28,20,3,0.583
2021-04-26,17,17,6,1.3764705882352941,2.83,47.2,Monday,17,5,7,6,1,22,26.6,0.714,Monday,17,27.7,19,16,3,2,34,0.842,48,32,16,2,0.667
2021-04-27,14,14,7,1.4785714285714284,2.0,49.8,Tuesday,14,4,10,9,1,22,20.1,0.4,Tuesday,14,24.6,21,14,7,1,34,0.667,48,32,16,2,0.667
2021-04-28,17,17,8,1.4823529411764707,2.12,51.6,Wednesday,17,5,9,8,1,22,24.1,0.556,Wednesday,17,23.6,20,18,2,2,34,0.9,48,31,17,2,0.646
2021-04-29,17,17,9,1.411764705882353,1.89,47.8,Thursday,17,5,10,9,2,22,23.7,0.5,Thursday,17,25.6,20,18,2,1,34,0.9,48,29,19,4,0.604
2021-04-30,8,8,6,1.4875,1.33,45.3,Friday,8,2,9,9,1,22,13.7,0.222,Friday,8,11.2,18,7,11,4,34,0.389,48,30,18,3,0.625
2021-05-01,9,9,5,1.2000000000000002,1.8,43.3,Saturday,9,3,8,8,1,22,14.0,0.375,Saturday,9,16.0,17,9,8,1,34,0.529,48,30,18,2,0.625
2021-05-02,6,6,5,1.3166666666666667,1.2,45.2,Sunday,6,2,9,9,1,22,10.4,0.222,Sunday,6,10.2,16,8,8,4,34,0.5,48,28,20,2,0.583
2021-05-03,23,23,7,1.2869565217391306,3.29,57.2,Monday,23,6,10,8,0,22,35.4,0.6,Monday,23,36.5,23,22,1,4,34,0.957,48,28,20,3,0.583
2021-05-04,19,19,8,1.436842105263158,2.38,45.5,Tuesday,19,5,11,10,2,22,25.5,0.455,Tuesday,19,27.7,19,19,0,3,34,1.0,48,35,13,3,0.729
2021-05-05,13,13,6,1.5615384615384615,2.17,48.4,Wednesday,13,4,8,7,0,22,17.5,0.5,Wednesday,13,23.8,18,12,6,4,34,0.667,48,32,16,3,0.667
2021-05-06,15,15,7,1.2666666666666666,2.14,43.4,Thursday,15,4,9,8,0,22,20.9,0.444,Thursday,15,22.2,20,14,6,4,34,0.7,48,33,15,2,0.688
2021-05-07,10,10,6,1.6800000000000002,1.67,48.7,Friday,10,3,9,9,0,22,13.2,0.333,Friday,10,13.8,17,11,6,4,34,0.647,48,31,17,3,0.646
2021-05-08,11,11,5,1.5454545454545454,2.2,49.9,Saturday,11,3,8,7,1,22,14.6,0.375,Saturday,11,12.5,19,11,8,3,34,0.579,48,30,18,3,0.625
2021-05-09,8,8,4,1.4125,2.0,44.4,Sunday,8,2,9,9,1,22,11.8,0.222,Sunday,8,11.4,15,7,8,3,34,0.467,48,29,19,2,0.604
2021-05-10,26,25,9,1.323076923076923,2.89,58.3,Monday,26,7,10,8,2,22,35.3,0.7,Monday,26,40.8,21,21,0,2,34,1.0,48,30,18,3,0.625
2021-05-11,20,20,10,1.46,2.0,47.1,Tuesday,20,5,12,11,2,22,28.8,0.417,Tuesday,20,31.3,22,22,0,3,34,1.0,48,32,16,3,0.667
2021-05-12,11,11,7,1.2727272727272727,1.57,44.0,Wednesday,11,3,10,9,2,22,17.4,0.3,Wednesday,11,18.6,19,9,10,2,34,0.474,48,28,20,3,0.583
2021-05-13,12,12,5,1.4749999999999999,2.4,47.8,Thursday,12,3,9,8,0,22,19.3,0.333,Thursday,12,19.7,18,10,8,1,34,0.556,48,30,18,2,0.625
2021-05-14,15,15,9,1.3733333333333335,1.67,48.7,Friday,15,4,10,9,2,22,23.7,0.4,Friday,15,24.8,19,17,2,4,34,0.895,48,30,18,2,0.625
2021-05-15,12,12,5,1.325,2.4,40.3,Saturday,12,3,10,9,0,22,16.5,0.3,Saturday,12,17.3,19,12,7,3,34,0.632,48,31,17,2,0.646
2021-05-16,9,9,5,1.2555555555555555,1.8,44.5,Sunday,9,3,7,7,0,22,10.0,0.429,Sunday,9,15.9,16,12,4,3,34,0.75,48,28,20,3,0.583
2021-05-17,18,18,8,1.5166666666666666,2.25,53.2,Monday,18,5,9,8,1,22,25.7,0.556,Monday,18,29.0,19,19,0,2,34,1.0,48,30,18,3,0.625
